stancode,latin,danish
6682,Narcissus pseudonarcissus,Påskelilje
6683,Narcissus pseudonarcissus subsp. pseudonarcissus,-
6684,Narcissus pseudonarcissus subsp. festalis,-
6685,Narcissus triandrus,-
6686,Melanthiaceae,Giftliljefamilien
6687,Veratrum,Foldbladslægten
6688,Veratrum album,Hvid foldblad
6689,Veratrum album subsp. virescens,-
6690,Dracaenaceae,-
6691,Sansevieria,Bajonetplanteslægten
6692,Sansevieria trifasciata,Bajonetplante
6693,Tofieldiaceae,-
6694,Tofieldia,-
6695,Tofieldia pusilla,-
6696,Tofieldia calyculata,-
6697,Iridaceae,Irisfamilien
6698,Sisyrinchium,Blåøjeslægten
6699,Sisyrinchium montanum,Blåøje
6700,Iris,Irisslægten
6701,Iris sibirica,Sibirisk iris
6702,Iris pseudacorus,Gul iris
6703,Iris versicolor,Amerikansk sump-iris
6704,Iris spuria,Blå iris
6705,Iris germanica,Have-iris
6706,Iris pallida,-
6707,Iris graminea,Græsbladet iris
6708,Crocus,Krokusslægten
6709,Crocus vernus,Vår-krokus
6710,Crocus x stellaris,-
6711,Crocus neapolitanus,-
6712,Crocus speciosus,-
6713,Crocosmia,Montbretieslægten
6714,Crocosmia x crocosmiiflora,-
6715,Gladiolus,Gladiolusslægten
6716,Gladiolus communis,Jomfrufinger
6717,Gladiolus imbricatus,Østeuropæisk jomfrufinger
6718,Juncaceae,Sivfamilien
6719,Juncus,Sivslægten
6720,Juncus maritimus,Strand-siv
6721,Juncus filiformis,Tråd-siv
6722,Juncus arcticus,-
6723,Juncus arcticus subsp. balticus x filiformis,-
6724,Juncus balticus,Klit-siv
6725,Juncus balticus x filiformis,-
6726,Juncus inflexus,Blågrå siv
6727,Juncus effusus,Lyse-siv
6728,Juncus effusus x inflexus,-
6729,Juncus conglomeratus,Knop-siv
6730,Juncus conglomeratus x effusus,-
6731,Juncus trifidus,-
6732,Juncus squarrosus,Børste-siv
6733,Juncus compressus,Fladstrået siv
6734,Juncus compressus x gerardii,-
6735,Juncus gerardii,Harril
6736,Juncus gerardii subsp. gerardii,-
6737,Juncus gerardii subsp. atrofuscus,-
6738,Juncus tenuis,Tue-siv
6739,Juncus bufonius coll.,-
6740,Juncus bufonius,Tudse-siv
6741,Juncus minutulus,Småblomstret siv
6742,Juncus ranarius,Klæg-siv
6743,Juncus capitatus,Fin siv
6744,Juncus ensifolius,Sværd-siv
6745,Juncus subnodulosus,Butblomstret siv
6746,Juncus pygmaeus,Dværg-siv
6747,Juncus bulbosus,Liden siv
6748,Juncus bulbosus subsp. bulbosus,Liden siv (underart)
6749,Juncus bulbosus subsp. kochii,Opret siv
6750,Juncus bulbosus f. submersus,Liden siv (submers form)
6751,Juncus acutiflorus,Spidsblomstret siv
6752,Juncus alpinoarticulatus,Sod-siv
6753,Juncus alpinoarticulatus subsp. alpinoarticulatus,Kalk-siv
6754,Juncus alpinoarticulatus subsp. rariflorus,Stilk-siv
6755,Juncus alpinoarticulatus subsp. alpestris,-
6756,Juncus alpinoarticulatus subsp. fischeri,-
6757,Juncus alpinoarticulatus subsp. nodulosus x anceps var. atricapillus,-
6758,Juncus alpinoarticulatus subsp. alpinoarticulatus x articulatus,-
6759,Juncus alpinoarticulatus subsp. nodulosus x articulatus,-
6760,Juncus anceps,Sand-siv
6761,Juncus anceps var. atricapillus,-
6762,Juncus anceps var. atricapillus x articulatus,-
6763,Juncus articulatus,Glanskapslet siv
6764,Juncus articulatus f. submersus,Glanskapslet siv (submers form)
6765,Juncus articulatus x bulbosus,-
6766,Juncus biglumis,-
6767,Juncus triglumis,-
6768,Juncus stygius,-
6769,Juncus castaneus,-
6770,Luzula,Frytleslægten
6771,Luzula campestris,Mark-frytle
6772,Luzula campestris x pallescens,-
6773,Luzula campestris x sudetica,-
6774,Luzula multiflora,Mangeblomstret frytle
6775,Luzula multiflora subsp. multiflora,-
6776,Luzula multiflora subsp. frigida,-
6777,Luzula congesta,Hoved-frytle
6779,Luzula pallescens x sudetica,-
6780,Luzula sudetica,-
6781,Luzula arcuata,-
6782,Luzula arcuata subsp. arcuata,-
6783,Luzula arcuata subsp. confusa,-
6784,Luzula arctica,-
6785,Luzula spicata,-
6786,Luzula sylvatica,Stor frytle
6787,Luzula luzuloides,Bleg frytle
6788,Luzula wahlenbergii,-
6789,Luzula divulgata,Langgriflet frytle
6790,Luzula parviflora,-
6791,Luzula pilosa,Håret frytle
6792,Luzula pallescens,Lysblomstret frytle
6793,Commelinaceae,Tradescantiafamilien
6794,Commelina,-
6795,Commelina communis,-
6796,Tradescantia,Blomsterjødeslægten
6797,Tradescantia virginiana,Blomsterjøde
6798,Poaceae,Græsfamilien
6799,Festuca,Svingelslægten
6800,Drymochloa sylvatica,Skov-svingel
6801,Schedonorus giganteus,Kæmpe-svingel
6802,Festuca gigantea x Lolium perenne,-
6803,Festuca gigantea x pratensis,-
6804,Schedonorus pratensis,Eng-svingel
6805,Festuca pratensis x Lolium multiflorum,-
6806,Festuca pratensis x Lolium perenne,-
6807,Schedonorus arundinaceus,Strand-svingel
6808,Festuca arundinacea subsp. arundinacea,-
6809,Festuca arundinacea subsp. uechtritziana,-
6810,Festuca arundinacea var. aspera,-
6811,Festuca arundinacea x Lolium perenne,-
6812,Festuca arundinacea x gigantea,-
6813,Festuca arundinacea x pratensis,-
6814,Festuca heterophylla,Forskelligbladet svingel
6815,Festuca baffinensis,-
6816,Festuca rubra,Rød svingel
6817,Festuca rubra subsp. rubra,Rød svingel (underart)
6818,Festuca rubra subsp. commutata,Vej-svingel
6819,Festuca rubra subsp. litoralis,Marsk-svingel
6820,Festuca rubra subsp. arenaria,-
6821,Festuca rubra subsp. juncea,Blågrøn svingel
6822,Festuca rubra subsp. arctica,-
6823,Festuca rubra subsp. oelandica,-
6824,Festuca rubra subsp. megastachys,Mangeblomstret svingel
6825,Festuca rubra x Lolium perenne,-
6826,Festuca brachyphylla,-
6827,Festuca hyperborea,-
6828,Festuca ovina,Fåre-svingel
6829,Festuca ovina subsp. ovina,-
6830,Festuca filiformis,Finbladet svingel
6831,Festuca polesica,Baltisk svingel
6832,Festuca vivipara,-
6833,Festuca brevipila,Bakke-svingel
6834,Festuca arenaria,Klit-svingel
6835,Festuca juncifolia,-
6836,Festuca gautieri,Bjørnegræs
6837,Festuca x Lolium,-
6838,Lolium,Rajgræsslægten
6839,Lolium perenne,Almindelig rajgræs
6840,Lolium perenne x rigidum,-
6841,Lolium multiflorum,Italiensk rajgræs
6842,Lolium multiflorum x perenne,-
6843,Lolium multiflorum x rigidum,-
6844,Lolium rigidum,Stiv rajgræs
6845,Lolium rigidum subsp. rigidum,Ru rajgræs
6846,Lolium rigidum subsp. lepturoides,Stivakset rajgræs
6847,Lolium temulentum,Giftig rajgræs
6848,Lolium remotum,Hør-rajgræs
6849,Lolium siculum,-
6850,Vulpia,Væselhaleslægten
6851,Vulpia bromoides,Langstakket væselhale
6852,Vulpia myuros,Stor væselhale
6853,Vulpia geniculata,Knæbøjet væselhale
6854,Vulpia ligustica,Udspærret væselhale
6855,Vulpia ciliata,Randhåret væselhale
6856,Vulpia ambigua,-
6857,Vulpia fasciculata,Klit-væselhale
6858,Vulpia muralis,Mur-væselhale
6859,Desmazeria,-
6860,Catapodium rigidum,Bregnegræs
6861,Poa,Rapgræsslægten
6862,Poa annua,Enårig rapgræs
6863,Poa annua x supina,-
6864,Poa supina,Lav rapgræs
6865,Poa trivialis,Almindelig rapgræs
6866,Poa trivialis subsp. trivialis,-
6867,Poa trivialis subsp. sylvicola,-
6868,Poa pratensis,Eng-rapgræs
6869,Poa pratensis subsp. pratensis,Eng-rapgræs (underart)
6870,Poa pratensis subsp. alpigena,-
6871,Poa pratensis subsp. irrigata,Blågrøn rapgræs
6872,Poa pratensis subsp. irrigata var. irrigata,-
6873,Poa pratensis subsp. irrigata var. nobilis,-
6874,Poa pratensis subsp. angustifolia,Smalbladet rapgræs
6875,Poa pratensis subsp. uberrima,-
6876,Poa pratensis subsp. subcaerulea,Sølv-rapgræs
6877,Poa arctica,-
6878,Poa arctica subsp. arctica,-
6879,Poa arctica subsp. caespitans,-
6880,Poa arctica subsp. stricta,-
6881,Poa arctica subsp. elongata,-
6882,Poa arctica subsp. depauperata,-
6883,Poa arctica subsp. tromsensis,-
6884,Poa arctica subsp. microglumis,-
6885,Poa chaixii,Sudetisk rapgræs
6886,Poa remota,Kæmpe-rapgræs
6887,Poa laxa,-
6888,Poa compressa,Fladstrået rapgræs
6889,Poa compressa var. compressa,-
6890,Poa compressa var. langeana,-
6891,Poa palustris,Stortoppet rapgræs
6892,Poa glauca,-
6893,Poa glauca var. conferta,-
6894,Poa nemoralis,Lund-rapgræs
6895,Poa abbreviata,-
6896,Poa bulbosa,Løg-rapgræs
6897,Poa alpina,-
6898,Poa alpina f. vivipara,-
6899,Poa alpina f. vivipara x arctica,-
6900,Poa alpina f. vivipara x pratensis subsp. alpigena,-
6901,Poa alpina f. vivipara x laxa,-
6902,Arctophila,-
6903,Arctophila fulva,-
6904,Arctophila fulva var. pendulina,-
6905,Puccinellia,Annelgræsslægten
6906,Puccinellia distans,Udspærret annelgræs
6907,Puccinellia distans x maritima,-
6908,Puccinellia capillaris x distans,-
6909,Puccinellia distans x rupestris,-
6910,Puccinellia capillaris,Slap annelgræs
6911,Puccinellia tenella,-
6912,Puccinellia maritima,Strand-annelgræs
6913,Puccinellia capillaris x maritima,-
6914,Puccinellia phryganodes,-
6915,Puccinellia angustata,-
6916,Puccinellia rupestris,-
6917,Phippsia,-
6918,Phippsia algida,-
6919,Phippsia algida x concinna,-
6920,Phippsia concinna,-
6921,Dupontia,-
6922,Dupontia fisheri,-
6923,Dupontia psilosantha,-
6924,Arctagrostis,-
6925,Arctagrostis latifolia,-
6926,Dactylis,Hundegræsslægten
6927,Dactylis glomerata,Almindelig hundegræs
6928,Dactylis glomerata subsp. glomerata,-
6929,Dactylis polygama,Skov-hundegræs
6930,Dactylis hispanica,Spansk hundegræs
6931,Dactylis glomerata var. pendula,-
6932,Dactylis glomerata subsp. glomerata x glomerata subsp. lobata,-
6933,Beckmannia,Radegræsslægten
6934,Beckmannia syzigachne,Radegræs
6935,Cynosurus,Kamgræsslægten
6936,Cynosurus cristatus,Kamgræs
6937,Cynosurus echinatus,Pindsvine-kamgræs
6938,Lamarckia,Guldgræsslægten
6939,Lamarckia aurea,Guldgræs
6940,Catabrosa,Tæppegræsslægten
6941,Catabrosa aquatica,Tæppegræs
6942,Cinna,-
6943,Cinna latifolia,-
6944,Apera,Vindaksslægten
6945,Apera spica-venti,Vindaks
6946,Apera interrupta,Alvar-vindaks
6947,Briza,Hjertegræsslægten
6948,Briza media,Hjertegræs
6949,Briza maxima,Stor hjertegræs
6950,Briza minor,Liden hjertegræs
6951,Sesleria,Blåaksslægten
6952,Sesleria albicans,-
6953,Sesleria caerulea,-
6954,Sesleria caerulea subsp. uliginosa,-
6955,Melica,Flitteraksslægten
6956,Melica nutans,Nikkende flitteraks
6957,Melica picta,-
6958,Melica uniflora,Enblomstret flitteraks
6959,Melica altissima,Kæmpe-flitteraks
6960,Melica ciliata,Håret flitteraks
6961,Anisantha diandra,Storakset hejre
6962,Glyceria,Sødgræsslægten
6963,Glyceria grandis,-
6964,Glyceria maxima,Høj sødgræs
6965,Glyceria lithuanica,-
6966,Glyceria striata,-
6967,Glyceria declinata,Tandet sødgræs
6968,Glyceria declinata x fluitans,-
6969,Glyceria fluitans,Manna-sødgræs
6970,Glyceria fluitans x plicata,-
6971,Glyceria notata,Butblomstret sødgræs
6972,Pleuropogon,-
6973,Pleuropogon sabinei,-
6974,Bromus,Hejre (Bromus-slægten)
6975,Anisantha rigida,Stiv hejre
6976,Ceratochloa sitchensis,Sitka-hejre
6977,Anisantha sterilis,Gold hejre
6978,Anisantha tectorum,Tag-hejre
6979,Anisantha madritensis,Spansk hejre
6980,Bromus madritensis x rigidus,-
6981,Bromus rubens,-
6982,Bromopsis inermis,Stakløs hejre
6983,Bromopsis ramosa,Sildig skov-hejre
6984,Bromopsis benekenii,Tidlig skov-hejre
6985,Bromopsis erecta,Opret hejre
6986,Bromus arvensis,Ager-hejre
6987,Bromus secalinus,Rug-hejre
6988,Bromus commutatus,Mangeblomstret hejre
6989,Bromus racemosus,Eng-hejre
6990,Bromus hordeaceus,Blød hejre
6991,Bromus hordeaceus subsp. hordeaceus,Blød hejre (underart)
6992,Bromus hordeaceus subsp. thominii,-
6993,Bromus hordeaceus subsp. pseudothominii,-
6994,Bromus hordeaceus subsp. divaricatus,Kortgrenet hejre
6995,Bromus hordeaceus x racemosus,-
6996,Bromus lepidus,Småakset hejre
6997,Bromus lanceolatus,Lancet-hejre
6998,Bromus japonicus,Åben hejre
6999,Bromus squarrosus,Udspærret hejre
7000,Bromus briziformis,Sitregræs
7001,Ceratochloa cathartica,Amerikansk hejre
7002,Bromus purgans,-
7003,Bromus brachystachys,-
7004,Bromus danthoniae,-
7005,Bromus pseudosecalinus,Spinkel hejre
7006,Brachypodium,Stilkaksslægten
7007,Brachypodium sylvaticum,Skov-stilkaks
7008,Brachypodium pinnatum,Bakke-stilkaks
7009,Brachypodium distachyon,Enårig stilkaks
7010,Leymus,Marehalmslægten
7011,Leymus arenarius,Marehalm
7012,Leymus arenarius x Secale cereale,-
7013,Leymus mollis,-
7014,Elymus,Hundekvikslægten
7015,Elymus canadensis,Canadisk hundekvik
7016,Elymus sibiricus,Sibirisk hundekvik
7017,Elymus trachycaulus,Slank hundekvik
7018,Elymus mutabilis,-
7019,Elymus caninus,Hundekvik
7020,Elymus caninus var. caninus,-
7021,Elymus caninus f. mutica,-
7022,Elymus caninus var. behmii,-
7023,Elymus caninus x mutabilis,-
7024,Elymus fibrosus,-
7025,Elymus alaskanus,-
7026,Elymus alaskanus subsp. scandicus,-
7027,Elymus alaskanus subsp. subalpinus,-
7028,Elymus alaskanus subsp. borealis,-
7029,Elymus alaskanus subsp. borealis x caninus,-
7030,Elymus alaskanus subsp. borealis x mutabilis,-
7031,Elytrigia atherica,Stiv kvik
7032,Elytrigia atherica x repens,-
7033,Elytrigia repens subsp. repens,-
7034,Elytrigia repens subsp. repens var. repens,-
7035,Elytrigia repens subsp. repens var. aristatus,-
7036,Elytrigia repens subsp. arenosus,Blågrøn kvik
7037,Elytrigia repens x Hordeum secalinum,-
7038,Elytrigia juncea,Strand-kvik
7039,Elytrigia juncea subsp. boreoatlantica,Strand-kvik (underart)
7040,Elymus farctus subsp. boreali-atlanticus x Leymus arenarius,-
7041,Elytrigia atherica x juncea,-
7042,Elytrigia juncea x repens,-
7043,Elytrigia juncea x Leymus arenarius,-
7044,Elymus virginicus,Virginsk hundekvik
7045,Elytrigia intermedia,-
7046,Elymus trachycaulus subsp. subsecundus,-
7047,Elymus marginatus,Randstribet hundekvik
7048,Elytrigia,Kvik (Elytrigia-slægten)
7049,Agropyron,Kvik (Agropyron-slægten)
7050,Agropyron cristatum,Børstekvik
7051,Eremopyrum,-
7052,Eremopyrum triticeum,-
7053,Aegilops,Gedeøjeslægten
7054,Aegilops cylindrica,Smalakset gedeøje
7055,Aegilops triuncialis,Trestakket gedeøje
7056,Aegilops ovata,-
7057,Aegilops neglecta,Gold gedeøje
7058,Triticum,Hvedeslægten
7059,Triticum aestivum,Almindelig hvede
7060,Triticum monococcum,Enkorn
7061,Triticum spelta,Spelt
7062,Triticum turgidum,Engelsk hvede
7063,Triticum durum,Durum-hvede
7064,Secale,Rugslægten
7065,Secale montanum,Bjerg-rug
7066,Secale cereale,Almindelig rug
7067,Secale cereale x Triticum aestivum,-
7068,Hordeum,Byg (Hordeum-slægten)
7069,Hordeum vulgare,Almindelig byg
7070,Hordeum vulgare var. vulgare,Seksradet byg
7071,Hordeum vulgare var. distichum,-
7072,Hordeum murinum,Gold byg
7073,Hordeum murinum subsp. leporinum,Hare-byg
7074,Hordeum marinum,Strand-byg
7075,Hordeum bulbosum,Knold-byg
7076,Hordeum geniculatum,Knæbøjet byg
7077,Hordeum secalinum,Eng-byg
7078,Hordeum jubatum,Egernhale-byg
7079,Hordeum euclastum,-
7080,Hordeum pusillum,-
7081,Hordeum pubiflorum,-
7082,Hordeum violaceum,Violettonet byg
7083,Hordeum andicola,-
7084,Hordeum compressum,-
7085,Hordelymus,Skovbygslægten
7086,Hordelymus europaeus,Skovbyg
7087,Anisantha,Hejre (Anisantha-slægten)
7088,Bromopsis,Hejre (Bromopsis-slægten)
7089,Taeniatherum,Byg (Taeniatherum-slægten)
7090,Taeniatherum caput-medusae,Tveblomstret byg
7091,Avena,Havre (Avena-slægten)
7092,Avena barbata,Skæg-havre
7093,Avena byzantina,Rød havre
7094,Avena strigosa,Pur-havre
7095,Avena fatua,Flyve-havre
7096,Avena sativa,Almindelig havre
7097,Avena sativa var. sativa,Almindelig havre (varietet)
7098,Avena sativa var. contracta,Sværd-havre
7099,Avena sterilis subsp. sterilis,Gold havre (underart)
7100,Avena ludoviciana,-
7101,Avenula,Havre (Avenula-slægten)
7102,Avenula pubescens,Dunet havre
7103,Avenula pratensis,Eng-havre
7104,Arrhenatherum,Draphavreslægten
7105,Arrhenatherum elatius,Draphavre
7106,Arrhenatherum elatius var. elatius,-
7107,Arrhenatherum elatius var. bulbosum,-
7108,Gaudinia,Akshavreslægten
7109,Gaudinia fragilis,Akshavre
7110,Koeleria,Kambunkeslægten
7111,Koeleria macrantha,Spinkel kambunke
7112,Koeleria glauca,Klit-kambunke
7113,Koeleria pyramidata,Dansk kambunke
7114,Koeleria pyramidata var. polonica,-
7115,Koeleria grandis,-
7116,Lophochloa,-
7117,Lophochloa cristata,-
7118,Lophochloa hispida,-
7119,Trisetum,Guldhavreslægten
7120,Trisetum spicatum,-
7121,Trisetum spicatum subsp. spicatum,-
7122,Trisetum spicatum subsp. pilosiglume,-
7123,Trisetum subalpestre,-
7124,Trisetum flavescens,Guldhavre
7125,Trisetum paniceum,Top-guldhavre
7126,Trisetum aureum,Sand-guldhavre
7127,Lagurus,Harehaleslægten
7128,Lagurus ovatus,Harehale
7129,Deschampsia,Bunke (Deschampsia-slægten)
7130,Deschampsia cespitosa,Mose-bunke
7131,Deschampsia cespitosa var. cespitosa,-
7132,Deschampsia cespitosa subsp. glauca,-
7133,Deschampsia cespitosa var. parviflora,-
7134,Deschampsia alpina,-
7135,Deschampsia bottnica,-
7136,Deschampsia bottnica x cespitosa,-
7137,Deschampsia brevifolia,-
7138,Deschampsia setacea,Fin bunke
7139,Avenella flexuosa,Bølget bunke
7140,Vahlodea,-
7141,Vahlodea atropurpurea,-
7142,Aira,Dværgbunkeslægten
7143,Aira praecox,Tidlig dværgbunke
7144,Aira caryophyllea,Udspærret dværgbunke
7145,Aira caryophyllea subsp. caryophyllea,Udspærret dværgbunke (underart)
7146,Aira caryophyllea subsp. plesiantha,Mangestænglet dværgbunke
7147,Aira elegantissima,Hår-dværgbunke
7148,Hierochloë,Festgræsslægten
7149,Hierochloë australis,-
7150,Hierochloë odorata coll.,-
7151,Hierochloë odorata,Festgræs
7152,Hierochloë odorata subsp. odorata,-
7153,Hierochloë odorata subsp. baltica,-
7154,Hierochloë hirta,-
7155,Hierochloë hirta subsp. hirta,-
7156,Hierochloë hirta subsp. arctica,-
7157,Hierochloë alpina,-
7158,Anthoxanthum,Gulaksslægten
7159,Anthoxanthum odoratum,Vellugtende gulaks
7160,Anthoxanthum odoratum subsp. odoratum,-
7161,Anthoxanthum odoratum subsp. alpinum,-
7162,Anthoxanthum aristatum,Enårig gulaks
7163,Holcus,Hestegræsslægten
7164,Holcus lanatus,Fløjlsgræs
7165,Holcus setiglumis,Enårig hestegræs
7166,Holcus mollis,Krybende hestegræs
7167,Corynephorus,Sandskægslægten
7168,Corynephorus canescens,Sandskæg
7169,Agrostis,Hveneslægten
7170,Agrostis canina,Hunde-hvene
7171,Agrostis canina x gigantea,-
7172,Agrostis canina x stolonifera,-
7173,Agrostis canina x capillaris,-
7174,Agrostis stricta,-
7175,Agrostis mertensii,-
7176,Agrostis mertensii x stolonifera,-
7177,Agrostis mertensii x capillaris,-
7178,Agrostis mertensii x vinealis,-
7179,Agrostis clavata,-
7180,Agrostis scabra,Rugrenet hvene
7181,Agrostis pourretii,Bleg hvene
7182,Agrostis capillaris,Almindelig hvene
7183,Agrostis capillaris x gigantea,-
7184,Agrostis capillaris x stolonifera,-
7185,Agrostis capillaris x vinealis,-
7186,Agrostis gigantea,Stortoppet hvene
7187,Agrostis gigantea x stolonifera,-
7188,Agrostis gigantea x tenuis,-
7189,Agrostis stolonifera,Kryb-hvene
7190,Agrostis stolonifera var. stolonifera,Kryb-hvene (varietet)
7191,Agrostis stolonifera var. maritima,Klit-hvene
7192,Gastridium,Gniddergræsslægten
7193,Gastridium ventricosum,Gniddergræs
7194,Polypogon,Skæggræsslægten
7195,Polypogon monspeliensis,Skæggræs
7196,Polypogon maritimus,Strand-skæggræs
7197,Polypogon semiverticillatus,-
7198,Ammophila,Hjælmeslægten
7199,Ammophila arenaria,Sand-hjælme
7200,Ammophila arenaria x Calamagrostis arundinacea,-
7201,Ammophila arenaria x Calamagrostis epigeios,-
7202,Ammophila arenaria x Calamagrostis epigeios nm. epigeioidea,-
7203,Ammophila arenaria x Calamagrostis epigeios nm. intermedia,-
7204,Ammophila arenaria x Calamagrostis epigeios nm. subarenariae,-
7205,Calamagrostis,Rørhveneslægten
7206,Calamagrostis epigejos,Bjerg-rørhvene
7207,Calamagrostis epigejos x stricta,-
7208,Calamagrostis canescens,Eng-rørhvene
7209,Calamagrostis canescens x epigeos,-
7210,Calamagrostis canescens x stricta,-
7211,Calamagrostis purpurea,-
7212,Calamagrostis purpurea subsp. phragmitoides,-
7213,Calamagrostis neglecta,-
7214,Calamagrostis lapponica,-
7215,Calamagrostis arundinacea,Skov-rørhvene
7216,Calamagrostis arundinacea x canescens,-
7217,Calamagrostis arundinacea x epigeios,-
7218,Calamagrostis arundinacea x stricta,-
7219,Calamagrostis varia,-
7220,Calamagrostis chalybaea,-
7221,Chaeturus,-
7222,Chaetopogon fasciculatus,-
7223,Phleum,Rottehaleslægten
7224,Phleum pratense,Eng-rottehale
7225,Phleum pratense subsp. pratense,Eng-rottehale (underart)
7226,Phleum pratense subsp. nodosum,Knold-rottehale
7227,Phleum alpinum,-
7228,Phleum exaratum,Stribet rottehale
7229,Phleum paniculatum,Sten-rottehale
7230,Phleum phleoides,Glat rottehale
7231,Phleum subulatum,Tynd rottehale
7232,Phleum arenarium,Sand-rottehale
7233,Phleum graecum,-
7234,Alopecurus,Rævehaleslægten
7235,Alopecurus pratensis,Eng-rævehale
7236,Alopecurus rendlei,Opblæst rævehale
7237,Alopecurus arundinaceus,Sort rævehale
7238,Alopecurus arundinaceus x geniculatus,-
7239,Alopecurus arundinaceus x pratensis,-
7240,Alopecurus geniculatus,Knæbøjet rævehale
7241,Alopecurus geniculatus var. geniculatus,Knæbøjet rævehale (varietet)
7242,Alopecurus geniculatus var. bulbosus,Knold-rævehale
7243,Alopecurus geniculatus x pratensis,-
7244,Alopecurus aequalis,Gul rævehale
7245,Alopecurus aequalis x geniculatus,-
7246,Alopecurus aequalis x pratensis,-
7247,Alopecurus bulbosus,-
7248,Alopecurus alpinus,-
7249,Alopecurus myosuroides,Ager-rævehale
7250,Hainardia,-
7251,Hainardia cylindrica,Lang spidshale
7252,Parapholis,Spidshaleslægten
7253,Parapholis strigosa,Spidshale
7254,Parapholis pycnantha,Tætblomstret spidshale
7255,Parapholis filiformis,Trådtynd spidshale
7256,Phalaris,Rørgræsslægten
7257,Phalaris arundinacea,Rørgræs
7258,Phalaris truncata,Afskåret kanariegræs
7259,Phalaris canariensis,Kanariegræs
7260,Phalaris minor,Liden glansfrø
7261,Phalaris brachystachys,Kortakset kanariegræs
7262,Phalaris paradoxa,Stak-glansfrø
7263,Phalaris coerulescens,Violet glansfrø
7264,Phalaris angusta,-
7265,Phalaris aquatica,-
7266,Phalaris arundinacea ´Picta´,-
7267,Coleanthus,-
7268,Coleanthus subtilis,-
7269,Mibora,-
7270,Mibora minima,-
7271,Scolochloa,-
7272,Scolochloa festucacea,-
7273,Milium,Miliegræsslægten
7274,Milium schmidtianum,-
7275,Milium effusum,Miliegræs
7276,Oryzopsis,-
7277,Piptatherum miliaceum,Rishirse
7278,Stipa,Fjergræsslægten
7279,Stipa pennata,-
7280,Stipa capillata,-
7281,Nassella hyalina,Argentinsk fjergræs
7282,Stipa cretacea,-
7283,Achnatherum,Sølvaksgræsslægten
7284,Achnatherum calamagrostis,Sølvaksgræs
7285,Phragmites,Tagrørslægten
7286,Phragmites australis,Tagrør
7287,Phragmites australis f. flavescens,-
7288,Phragmites australis f. picta,-
7289,Phragmites australis f. stolonifera,-
7290,Danthonia,Tandbælgslægten
7291,Danthonia decumbens,Tandbælg
7292,Molinia,Blåtopslægten
7293,Molinia caerulea,Blåtop
7294,Nardus,Katteskægslægten
7295,Nardus stricta,Katteskæg
7296,Eragrostis,Kærlighedsgræsslægten
7297,Eragrostis tef,Tef
7298,Eragrostis minor,Liden kærlighedsgræs
7299,Eragrostis pilosa,Slør-kærlighedsgræs
7300,Eragrostis megastachya,-
7301,Eragrostis mexicana,Mexikansk kærlighedsgræs
7302,Eragrostis aegyptiaca,-
7303,Eragrostis barrelieri,Fransk kærlighedsgræs
7304,Eragrostis virescens,Argentinsk kærlighedsgræs
7305,Dactyloctenium,Kamfingergræsslægten
7306,Dactyloctenium aegypticum,-
7307,Cynodon,Hundetandsgræsslægten
7308,Cynodon dactylon,Hundetandsgræs
7309,Spartina,Vadegræsslægten
7310,Spartina alterniflora x maritima,-
7311,Spartina anglica,Engelsk vadegræs
7312,Spartina maritima,-
7313,Spartina alterniflora,Amerikansk vadegræs
7314,Spartina pectinata,Kam-vadegræs
7315,Leersia,Risgræsslægten
7316,Leersia oryzoides,Risgræs
7317,Zizania,Sørisslægten
7318,Zizania aquatica,Søris
7319,Panicum sp,-
7320,Panicum miliaceum,Almindelig hirse
7321,Panicum capillare,Hårfin hirse
7322,Panicum dichotomiflorum,Gaffel-hirse
7323,Panicum virgatum,Staude-hirse
7324,Panicum schinzii,Sump-hirse
7325,Urochloa,Leverhirseslægten
7326,Urochloa panicoides,Leverhirse
7327,Echinochloa,Hanesporeslægten
7328,Echinochloa colona,Spinkel hanespore
7329,Echinochloa crus-galli,Almindelig hanespore
7330,Echinochloa frumentacea,Bleg hanespore
7331,Echinochloa muricata,Amerikansk hanespore
7332,Echinochloa utilis,-
7333,Eriochloa,-
7334,Eriochloa villosa,-
7335,Brachiaria,Semaforgræsslægten
7336,Brachiaria platyphylla,Semaforgræs
7337,Digitaria,Fingeraksslægten
7338,Digitaria sanguinalis,Blodhirse
7339,Digitaria sanguinalis subsp. sanguinalis,Blodhirse (underart)
7340,Digitaria sanguinalis subsp. pectiniformis,Kamhåret fingeraks
7341,Digitaria ciliaris,Fin fingeraks
7342,Digitaria ischaemum,Liden fingeraks
7343,Digitaria adscendens,-
7344,Setaria,Skærmaksslægten
7345,Setaria pumila,Blågrøn skærmaks
7346,Setaria parviflora,Knæbøjet skærmaks
7347,Setaria verticillata,Krans-skærmaks
7348,Setaria viridis,Grøn skærmaks
7349,Setaria viridis var. major,Stor skærmaks
7350,Setaria viridis subsp. pycnocoma,-
7351,Setaria italica,Kolbehirse
7352,Setaria faberi,Fabers skærmaks
7353,Setaria adaerens,-
7354,Sorghum,Durraslægten
7355,Sorghum halepense,Vild durra
7356,Sorghum bicolor,Almindelig durra
7357,Coix,Jobståreslægten
7358,Coix lacryma-jobi,Jobståre
7359,Zea,Majsslægten
7360,Zea mays,Majs
7361,Cenchrus,Svinehaleslægten
7362,Cenchrus incertus,-
7363,Cenchrus echinatus,Svinehale
7364,Tragus,-
